year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean,males_se,females_se
23,27.86,0.24216955255433897,5.919896897546898,0.19608970463420058,39.29,0.09387985328976299,22.882,4.978,0.21428015299587563,0.10419570764183121
24,23.598,0.2255627387185135,6.0289227994228,0.21191009582651912,39.878,0.10140413006968885,19.448,4.15,0.20208976358314187,0.09567291473152917
25,19.928,0.20868332338478282,6.049163492063492,0.21464460588610199,40.424,0.10113805323231827,16.568,3.36,0.18399581767486917,0.0894696016490432
26,16.754,0.18800441302968735,6.011927777777778,0.20981266184934147,41.038,0.1076675280350876,14.068,2.686,0.16367140451928255,0.07891300605762082
27,13.984,0.1644310284777557,5.76862380952381,0.19845556468219044,41.59,0.10723244655975347,11.846,2.138,0.14843393569710753,0.0669842203174978
28,11.736,0.14259479145150497,4.9530047619047615,0.17733472875065132,42.106,0.11768273642682606,9.988,1.748,0.1281896140656825,0.06013505174935658
29,9.862,0.12670445943249256,4.338733333333334,0.16901363392478275,42.56,0.14197575225529505,8.466,1.396,0.11773449291368816,0.05188209231522965
30,8.284,0.11981401753382274,3.6526000000000005,0.1535995693058331,42.938,0.15896809021754907,7.132,1.152,0.1101154067585968,0.04688484165221748
31,6.849699398797595,0.10835711084351428,2.7869071476285905,0.13273992359510187,43.434869739478955,0.17967742948489868,5.913827655310621,0.935871743486974,0.09948104368777126,0.04274034854360639
32,5.662650602409639,0.10216371643681603,2.2163654618473894,0.11582455610118712,43.55020080321285,0.20744707758048953,4.887550200803213,0.7751004016064257,0.09280480514496693,0.038601947107325486
33,4.678787878787879,0.0909769509127436,1.6057239057239057,0.09869564925566492,44.02020202020202,0.23375794287017726,4.0606060606060606,0.6181818181818182,0.08353078847542168,0.03530752800328669
34,3.841784989858012,0.0802392988499767,1.037187288708587,0.07571416330137568,44.56186612576065,0.25726280654544864,3.36105476673428,0.48073022312373226,0.07393020318647667,0.03178603450121562
35,3.2020833333333334,0.0738928345277729,0.7319444444444444,0.0631861992806214,45.12291666666667,0.2780673489948295,2.81875,0.38333333333333336,0.06844884060702103,0.02915734516518752
36,2.6881720430107525,0.06820793044280078,0.5093189964157706,0.05031590026543875,45.33548387096774,0.3172642176150191,2.3655913978494625,0.3225806451612903,0.06356752248247986,0.02736859792061644
37,2.229357798165138,0.059305633617383134,0.35397553516819574,0.041489768119894174,45.2454128440367,0.3616716670355966,1.9541284403669725,0.27522935779816515,0.0558259603672858,0.02587419953429976
38,1.9723618090452262,0.05399709824480753,0.26716917922948075,0.0355957008672261,45.37437185929648,0.396489942466005,1.736180904522613,0.23618090452261306,0.051881244934057956,0.02462315432606459
39,1.747945205479452,0.0477406876452635,0.19269406392694063,0.030310041151783068,45.18904109589041,0.4397113254276547,1.5287671232876712,0.2191780821917808,0.046796192965787506,0.02460981885321567
40,1.5705521472392638,0.04343414304010266,0.13905930470347647,0.029195131909444783,45.1840490797546,0.46341324570272036,1.383435582822086,0.18711656441717792,0.04377972147828035,0.024497958534348475
41,1.4349442379182156,0.04215514253058535,0.09293680297397769,0.025850827281171027,44.79925650557621,0.5211921278526417,1.278810408921933,0.15613382899628253,0.042804571090707504,0.025653090491042387
42,1.3228699551569507,0.037266452674002117,0.06726457399103139,0.022913046587422516,44.591928251121075,0.5926444435659185,1.1928251121076232,0.13004484304932734,0.03936342539290801,0.02511585869220716
43,1.2642487046632125,0.037288304330542504,0.05699481865284974,0.0222669863182268,44.73056994818653,0.6318064105285549,1.1295336787564767,0.13471502590673576,0.04015892235168445,0.027731503839950624
44,1.2189349112426036,0.03701463783126025,0.047337278106508875,0.021903388896830987,45.142011834319526,0.6801587595192451,1.0828402366863905,0.13609467455621302,0.041475428996276084,0.028995232897071063
45,1.1549295774647887,0.03206939622127825,0.04225352112676056,0.019669731962356624,44.88732394366197,0.7429688124228859,1.0352112676056338,0.11971830985915492,0.036602233364408265,0.02910854511103895
46,1.0743801652892562,0.023952688836676762,0.0,0.0,44.94214876033058,0.7714157783720602,0.9669421487603306,0.10743801652892562,0.03699058829280801,0.030608279755796285
47,1.0625,0.02483498169496957,0.0,0.0,45.1875,0.8462135088921585,0.9479166666666666,0.11458333333333333,0.04020177089433916,0.03587805756475515
48,1.0675675675675675,0.02937760571493279,0.0,0.0,45.75675675675676,0.9872963562577854,0.9459459459459459,0.12162162162162163,0.05051343893196169,0.03825469848047654
49,1.0847457627118644,0.036569234859054715,0.0,0.0,45.71186440677966,1.1220261291073166,0.9661016949152542,0.11864406779661017,0.05905005699738205,0.04246045888241071
50,1.0740740740740742,0.035973550457676445,0.0,0.0,46.46296296296296,1.2693541397850137,0.9629629629629629,0.1111111111111111,0.05889124019056707,0.04316826054921173
51,1.065217391304348,0.036807029273044335,0.0,0.0,46.54347826086956,1.3805783713217725,0.9347826086956522,0.13043478260869565,0.06521739130434782,0.050204371233880524
52,1.0277777777777777,0.027777777777777776,0.0,0.0,47.19444444444444,1.5542156928023492,0.8611111111111112,0.16666666666666666,0.07074184879599797,0.0629940788348712
53,1.0,0.0,0.0,0.0,46.75,1.7431840052589043,0.8214285714285714,0.17857142857142858,0.07370704611510598,0.07370704611510598
54,1.0,0.0,0.0,0.0,46.04347826086956,1.7450984556860416,0.8695652173913043,0.13043478260869565,0.07180198468215396,0.07180198468215396
55,1.0,0.0,0.0,0.0,45.111111111111114,1.8219591711934728,0.8888888888888888,0.1111111111111111,0.0762215933966706,0.07622159339667059
56,1.0,0.0,0.0,0.0,42.6,2.725191124795959,0.8,0.2,0.13333333333333333,0.13333333333333333
57,1.0,0.0,0.0,0.0,42.75,3.2936627462012993,0.75,0.25,0.16366341767699427,0.16366341767699427
58,1.0,0.0,0.0,0.0,39.666666666666664,2.1239376429431993,0.6666666666666666,0.3333333333333333,0.210818510677892,0.210818510677892
59,1.0,0.0,0.0,0.0,40.666666666666664,2.1239376429431993,0.6666666666666666,0.3333333333333333,0.210818510677892,0.210818510677892
60,1.0,0.0,0.0,0.0,40.6,2.2494443758403984,0.6,0.4,0.24494897427831783,0.24494897427831783
61,1.0,0.0,0.0,0.0,41.6,2.2494443758403984,0.6,0.4,0.24494897427831783,0.24494897427831783
62,1.0,0.0,0.0,0.0,42.6,2.2494443758403984,0.6,0.4,0.24494897427831783,0.24494897427831783
63,1.0,0.0,0.0,0.0,42.0,2.041241452319315,0.5,0.5,0.28867513459481287,0.28867513459481287
64,1.0,0.0,0.0,0.0,43.0,2.041241452319315,0.5,0.5,0.28867513459481287,0.28867513459481287
65,1.0,0.0,0.0,0.0,44.666666666666664,2.728450923957484,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.33333333333333337
66,1.0,0.0,0.0,0.0,43.0,1.0,0.5,0.5,0.5,0.5
67,1.0,0.0,0.0,0.0,44.0,1.0,0.5,0.5,0.5,0.5
68,1.0,0.0,0.0,0.0,45.0,1.0,0.5,0.5,0.5,0.5
69,1.0,0.0,0.0,0.0,46.0,1.0,0.5,0.5,0.5,0.5
70,1.0,0.0,0.0,0.0,47.0,1.0,0.5,0.5,0.5,0.5
71,1.0,0.0,0.0,0.0,48.0,1.0,0.5,0.5,0.5,0.5
72,1.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0
73,1.0,0.0,0.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0
