year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean
44,1.0736842105263158,0.030823360722295887,0.010526315789473684,0.010526315789473686,43.11578947368421,0.8991551537804416,0.010526315789473684,1.063157894736842
45,1.0625,0.032529198179131545,0.0,0.0,43.675,1.012387671531195,0.0,1.0625
46,1.0655737704918034,0.03959392553603671,0.0,0.0,42.98360655737705,1.1347688923080785,0.0,1.0655737704918034
47,1.0588235294117647,0.04349230002513496,0.0,0.0,42.8235294117647,1.1260571093910599,0.0,1.0588235294117647
48,1.0512820512820513,0.05128205128205128,0.0,0.0,43.43589743589744,1.2924544183354634,0.0,1.0512820512820513
49,1.0606060606060606,0.06060606060606063,0.0,0.0,43.42424242424242,1.37897517875341,0.0,1.0606060606060606
50,1.0434782608695652,0.04347826086956522,0.0,0.0,42.91304347826087,1.001802808691914,0.0,1.0434782608695652
51,1.0526315789473684,0.05263157894736841,0.0,0.0,43.36842105263158,1.1777928766664594,0.0,1.0526315789473684
52,1.0625,0.0625,0.0,0.0,43.5625,1.303740611982818,0.0,1.0625
53,1.0,0.0,0.0,0.0,44.38461538461539,1.25339774898464,0.0,1.0
54,1.0,0.0,0.0,0.0,44.0,1.536590742882148,0.0,1.0
55,1.0,0.0,0.0,0.0,45.57142857142857,1.743793659390529,0.0,1.0
56,1.0,0.0,0.0,0.0,44.333333333333336,3.1797973380564857,0.0,1.0
57,1.0,0.0,0.0,0.0,48.0,2.9999999999999996,0.0,1.0
58,1.0,0.0,0.0,0.0,49.0,2.9999999999999996,0.0,1.0
59,1.0,0.0,0.0,0.0,50.0,2.9999999999999996,0.0,1.0
60,1.0,0.0,0.0,0.0,51.0,2.9999999999999996,0.0,1.0
61,1.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0
62,1.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0
