year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean
23,10.592,0.1557806381243473,1.5930815628815629,0.05798616266218623,36.898,0.23555501338043586,5.828,4.764
24,8.87,0.14009086658952327,1.6707672438672438,0.06361684644728202,37.048,0.26458912829824893,4.928,3.942
25,7.51,0.1253604022844608,1.6265119047619048,0.059741064090179326,37.382,0.28657355216698416,4.16,3.35
26,6.240480961923848,0.11275080443049486,1.6089536215287719,0.06060517501565755,38.324649298597194,0.2950512877225421,3.4308617234468937,2.809619238476954
27,5.168674698795181,0.09764446161179959,1.5724301969783898,0.06437506820771977,38.96987951807229,0.3290138230014773,2.7771084337349397,2.391566265060241
28,4.255020080321285,0.0898610374948333,1.346940141518455,0.0597652436987801,39.31124497991968,0.36123231337169587,2.1345381526104417,2.1204819277108435
29,3.6329896907216495,0.08216297662826214,1.1206872852233678,0.05584631459357133,39.88247422680412,0.37530653190385405,1.6556701030927834,1.977319587628866
30,3.090526315789474,0.07382531459419932,0.995719298245614,0.05438631153791716,40.10315789473684,0.415767113868178,1.3263157894736841,1.7642105263157895
31,2.6298701298701297,0.06726687229872737,0.8075396825396824,0.05056970900000773,40.09090909090909,0.4480096549402822,1.0151515151515151,1.6147186147186148
32,2.2837837837837838,0.05915311643866531,0.6546546546546546,0.04479766732448492,40.601351351351354,0.46108413158511014,0.7837837837837838,1.5
33,2.048661800486618,0.056557776250660025,0.5237226277372263,0.042568908077886644,40.35523114355231,0.488877757067812,0.6034063260340633,1.4452554744525548
34,1.7815789473684212,0.05222922864542799,0.41491228070175434,0.03967903710203651,40.27894736842105,0.5214362754234746,0.46578947368421053,1.3157894736842106
35,1.6224188790560472,0.048332731428387884,0.35693215339233036,0.038666484757611065,40.56637168141593,0.5477437224349525,0.3893805309734513,1.233038348082596
36,1.5,0.048235681125682134,0.2623239436619718,0.0361800909644734,40.13380281690141,0.6073681559847918,0.2887323943661972,1.2112676056338028
37,1.3824701195219125,0.04211213800964479,0.20318725099601595,0.032587595762757084,39.82868525896414,0.650021556076957,0.2151394422310757,1.1673306772908367
38,1.28125,0.037241864591063246,0.16071428571428573,0.03106786632698004,39.441964285714285,0.6608510920877431,0.16517857142857142,1.1160714285714286
39,1.2606382978723405,0.0385438397897696,0.13829787234042554,0.030359966974561503,38.79255319148936,0.6805179799866488,0.14361702127659576,1.1170212765957446
40,1.2409638554216869,0.03742410881401555,0.12650602409638553,0.031012707175475725,39.13253012048193,0.7121509498987874,0.12650602409638553,1.1144578313253013
41,1.2028985507246377,0.03586506366495124,0.10144927536231885,0.027769919333876045,39.130434782608695,0.7772569935597258,0.10144927536231885,1.1014492753623188
42,1.1842105263157894,0.036467588750755675,0.09649122807017543,0.027776075363821286,38.85964912280702,0.8467292059655954,0.09649122807017543,1.087719298245614
43,1.14,0.0348735088019777,0.07,0.02564323999762428,39.07,0.9111270631764403,0.07,1.07
44,1.1136363636363635,0.03402553816001945,0.03409090909090909,0.019454845748129168,39.54545454545455,0.9576875191052789,0.03409090909090909,1.0795454545454546
45,1.0921052631578947,0.03339099352749873,0.02631578947368421,0.018483603075180245,39.53947368421053,0.9645362106057571,0.02631578947368421,1.0657894736842106
46,1.1044776119402986,0.037651117843993505,0.029850746268656716,0.02094714821693245,39.95522388059702,0.9868957851453352,0.029850746268656716,1.0746268656716418
47,1.0952380952380953,0.03728006482184822,0.031746031746031744,0.02226606749120215,40.63492063492063,1.0198494882329678,0.031746031746031744,1.0634920634920635
48,1.0909090909090908,0.03912104390108502,0.03636363636363636,0.025473778207916145,42.10909090909091,1.0616272140435155,0.03636363636363636,1.0545454545454545
49,1.0833333333333333,0.04031495390390806,0.041666666666666664,0.02914766351555603,43.104166666666664,1.0578311409734729,0.041666666666666664,1.0416666666666667
50,1.0731707317073171,0.04117547077105886,0.04878048780487805,0.03405912205797303,43.09756097560975,1.1019964576814278,0.04878048780487805,1.024390243902439
51,1.0833333333333333,0.04671765921511567,0.05555555555555555,0.03871844735762053,43.77777777777778,1.2441042618937053,0.05555555555555555,1.0277777777777777
52,1.1111111111111112,0.06163335513613657,0.07407407407407407,0.051361129280113806,44.51851851851852,1.6184217016816071,0.07407407407407407,1.037037037037037
53,1.0416666666666667,0.04166666666666667,0.041666666666666664,0.04166666666666667,45.291666666666664,1.6500759388175852,0.041666666666666664,1.0
54,1.0,0.0,0.0,0.0,45.526315789473685,2.051056525708839,0.0,1.0
55,1.0,0.0,0.0,0.0,45.357142857142854,2.732802656809947,0.0,1.0
56,1.0,0.0,0.0,0.0,43.916666666666664,2.0796937905918416,0.0,1.0
57,1.0,0.0,0.0,0.0,43.25,2.9383547388680915,0.0,1.0
58,1.0,0.0,0.0,0.0,47.6,2.8390139133156778,0.0,1.0
59,1.0,0.0,0.0,0.0,47.333333333333336,4.255715111601235,0.0,1.0
60,1.0,0.0,0.0,0.0,45.5,5.499999999999999,0.0,1.0
61,1.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0
