year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean,males_se,females_se
22,19.14,0.2062374062469535,0.6330701542426405,0.014717006809558108,36.87,0.15126123072301007,7.084,12.056,0.13079795185100124,0.14872109442797854
23,15.95,0.19116508095453183,0.6756316678677359,0.01737405181250373,37.312,0.1690161083736682,6.092,9.858,0.12124550691011929,0.1344314532810775
24,13.152,0.1721076235038305,0.737156269977013,0.0205196088990969,38.158,0.17974060579274087,5.192,7.96,0.10683210283614558,0.12333378468566421
25,10.878,0.16379220914179984,0.8391005595711477,0.03572976757514446,38.674,0.19535551067503115,4.44,6.438,0.10088188295535147,0.11568525470565652
26,8.99,0.1449061613292629,0.9040715728715729,0.042927273694871114,39.216,0.2026544488811006,3.744,5.246,0.09146397825722033,0.10103159290801599
27,7.488,0.13190340790910626,0.9506980852480853,0.04299886439247851,39.16,0.25657837970074515,3.21,4.278,0.08543065488211578,0.09153244439406995
28,6.206827309236948,0.1177844898645644,0.9576185695161599,0.041392418413746385,39.333333333333336,0.28245809894817486,2.7329317269076303,3.4738955823293174,0.07752337830338765,0.08185033016626896
29,5.036363636363636,0.10432407720401855,0.9964101330767996,0.045271185854795906,39.515151515151516,0.31799861525632067,2.301010101010101,2.735353535353535,0.06923495726174696,0.07353668822093207
30,4.187372708757637,0.09155635779101769,0.9919260983415769,0.0475318627235848,40.15682281059063,0.3411759567647039,1.9877800407331976,2.1995926680244398,0.06362449460242903,0.06595054109425286
31,3.5083333333333333,0.08331506410736357,0.9074652777777777,0.046983994302667614,40.62083333333333,0.3695232855129734,1.7479166666666666,1.7604166666666667,0.0601732130896533,0.058373628467518875
32,2.989247311827957,0.07404522152156545,0.776989247311828,0.04449172724641337,41.034408602150535,0.39627395004617005,1.5354838709677419,1.4537634408602151,0.05612570790406026,0.05374619671545179
33,2.524774774774775,0.06443847224833671,0.6495495495495495,0.0444974622756576,40.97747747747748,0.43788155674433393,1.3536036036036037,1.1711711711711712,0.05256541856948541,0.04893425174448139
34,2.1300236406619386,0.05610263777097871,0.5007880220646178,0.039581635936401356,40.730496453900706,0.45947241640391906,1.1702127659574468,0.9598108747044918,0.04779337973259841,0.042624402463055995
35,1.9067357512953367,0.051922367231015495,0.44084628670120896,0.038964245235340436,40.862694300518136,0.49077159447458113,1.1010362694300517,0.805699481865285,0.04648028723833158,0.03988640936427183
36,1.7262247838616716,0.049399734629213835,0.37319884726224783,0.03809681721493652,40.636887608069166,0.5262689140107442,1.0461095100864553,0.6801152737752162,0.046289793479937454,0.038231986055970016
37,1.5811688311688312,0.04470465842913526,0.29004329004329005,0.03482877949169235,40.38961038961039,0.5726470881102226,0.9935064935064936,0.5876623376623377,0.043629078355382156,0.038013113451986554
38,1.4820143884892085,0.043752341137853,0.22122302158273383,0.034591794804258676,40.34532374100719,0.5984688247287284,0.9568345323741008,0.5251798561151079,0.04550861031514525,0.039032886502268674
39,1.3934426229508197,0.041927338457441204,0.1762295081967213,0.03192272595230471,40.53688524590164,0.6325870936875776,0.9344262295081968,0.45901639344262296,0.04441233275131734,0.03951703726842254
40,1.283720930232558,0.03720658542569638,0.13488372093023257,0.02896023703502112,40.08372093023256,0.6927527628387252,0.8790697674418605,0.4046511627906977,0.0429452054940841,0.038386086111783964
41,1.2429378531073447,0.03781801990547137,0.09887005649717515,0.027477271512507697,39.55367231638418,0.7568752691948123,0.8983050847457628,0.3446327683615819,0.04538593971202306,0.04084739014018199
42,1.1677018633540373,0.03205685075753264,0.062111801242236024,0.021017297286569727,38.962732919254655,0.738887036493796,0.8633540372670807,0.30434782608695654,0.04449238752141118,0.0394483291462105
43,1.1619718309859155,0.03259698719873233,0.06338028169014084,0.02051866847307442,39.32394366197183,0.7264808172016153,0.8591549295774648,0.3028169014084507,0.04535297507324816,0.042390647533078925
44,1.124031007751938,0.031143718372070153,0.046511627906976744,0.01861373324835131,39.17054263565891,0.7506557236068283,0.8372093023255814,0.2868217054263566,0.04770749467089599,0.04146335832429199
45,1.1192660550458715,0.031186663691698997,0.045871559633027525,0.020130904850286943,39.54128440366973,0.7725027295912398,0.8440366972477065,0.27522935779816515,0.04907280286202206,0.044910072929481536
46,1.0816326530612246,0.027800608725704067,0.030612244897959183,0.017490832756567425,39.51020408163265,0.7339337302362772,0.8469387755102041,0.23469387755102042,0.04887120696110506,0.04303111573684325
47,1.0476190476190477,0.02337527112732457,0.023809523809523808,0.016734147465330168,39.595238095238095,0.7245627101544564,0.8452380952380952,0.20238095238095238,0.046365455724311895,0.04410050166290234
48,1.025,0.01756542922326319,0.0125,0.012499999999999997,40.35,0.7511805055369408,0.8125,0.2125,0.0473799281862764,0.04602472505573169
49,1.0277777777777777,0.019503041597205818,0.013888888888888888,0.013888888888888892,41.40277777777778,0.7943116729176677,0.8055555555555556,0.2222222222222222,0.05096444220900332,0.049339226198542877
50,1.0350877192982457,0.024588241692166144,0.017543859649122806,0.017543859649122803,41.05263157894737,0.8070107333263894,0.8771929824561403,0.15789473684210525,0.05049985383360874,0.04872737367223955
51,1.0196078431372548,0.019607843137254898,0.0,0.0,41.68627450980392,0.8597720610279563,0.8627450980392157,0.1568627450980392,0.05614831789520139,0.05143089038668235
52,1.0,0.0,0.0,0.0,42.5,1.0032000081789554,0.925,0.075,0.042176369614348674,0.042176369614348674
53,1.0,0.0,0.0,0.0,44.05555555555556,1.0449762239601317,0.9166666666666666,0.08333333333333333,0.04671765921511568,0.04671765921511567
54,1.0,0.0,0.0,0.0,44.766666666666666,1.21833062093822,0.9,0.1,0.055708601453115555,0.055708601453115555
55,1.0,0.0,0.0,0.0,45.08695652173913,1.5347271821498079,0.9130434782608695,0.08695652173913043,0.060073850409370216,0.060073850409370216
56,1.0,0.0,0.0,0.0,45.0625,1.6367364632096395,0.9375,0.0625,0.0625,0.0625
57,1.0,0.0,0.0,0.0,43.583333333333336,1.097230213498581,1.0,0.0,0.0,0.0
58,1.0,0.0,0.0,0.0,44.1,1.0268614533832907,1.0,0.0,0.0,0.0
59,1.0,0.0,0.0,0.0,45.2,1.8547236990991405,1.0,0.0,0.0,0.0
60,1.0,0.0,0.0,0.0,45.75,2.322893310794392,1.0,0.0,0.0,0.0
61,1.0,0.0,0.0,0.0,45.333333333333336,2.6034165586355518,1.0,0.0,0.0,0.0
62,1.0,0.0,0.0,0.0,46.333333333333336,2.6034165586355518,1.0,0.0,0.0,0.0
63,1.0,0.0,0.0,0.0,47.333333333333336,2.6034165586355518,1.0,0.0,0.0,0.0
64,1.0,0.0,0.0,0.0,50.5,2.5,1.0,0.0,0.0,0.0
65,1.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0
66,1.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0
67,1.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0
68,1.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0
69,1.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0
