year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean
38,1.4725274725274726,0.044650832993784584,0.08058608058608059,0.020175881133893774,46.527472527472526,0.49201833290697444,0.08058608058608059,1.3919413919413919
39,1.3446808510638297,0.042447586726567094,0.05531914893617021,0.01720666454227785,46.40425531914894,0.5561178491078996,0.05531914893617021,1.2893617021276595
40,1.3005181347150259,0.0442536541706067,0.05699481865284974,0.01969451566804919,46.61658031088083,0.608784174365275,0.05699481865284974,1.2435233160621761
41,1.2546583850931676,0.04159056486557663,0.043478260869565216,0.018372918581054706,46.98757763975155,0.6259147081403666,0.043478260869565216,1.2111801242236024
42,1.2121212121212122,0.03882126136917328,0.030303030303030304,0.014977019714308254,47.09848484848485,0.7337459027415818,0.030303030303030304,1.1818181818181819
43,1.1403508771929824,0.03267600516957316,0.0,0.0,47.719298245614034,0.8116819765784419,0.0,1.1403508771929824
44,1.120879120879121,0.03436202021848667,0.0,0.0,47.02197802197802,0.8799736401282942,0.0,1.120879120879121
45,1.0684931506849316,0.029768047512340863,0.0,0.0,47.45205479452055,1.0413887475627845,0.0,1.0684931506849316
46,1.0925925925925926,0.03981542423923756,0.0,0.0,47.351851851851855,1.1840299444858389,0.0,1.0925925925925926
47,1.069767441860465,0.039309500219931015,0.0,0.0,47.04651162790697,1.2344059364390383,0.0,1.069767441860465
48,1.027027027027027,0.02702702702702703,0.0,0.0,47.13513513513514,1.3596293006103988,0.0,1.027027027027027
49,1.03125,0.03125,0.0,0.0,46.90625,1.388576213684246,0.0,1.03125
50,1.04,0.04,0.0,0.0,46.84,1.636744736766651,0.0,1.04
51,1.0,0.0,0.0,0.0,47.05882352941177,2.2872256959213804,0.0,1.0
52,1.0,0.0,0.0,0.0,47.38461538461539,2.9254376432149862,0.0,1.0
53,1.0,0.0,0.0,0.0,46.63636363636363,2.461606006702008,0.0,1.0
54,1.0,0.0,0.0,0.0,48.25,3.405615111211818,0.0,1.0
55,1.0,0.0,0.0,0.0,45.666666666666664,1.8196458751941578,0.0,1.0
56,1.0,0.0,0.0,0.0,46.0,2.073644135332772,0.0,1.0
57,1.0,0.0,0.0,0.0,46.0,2.345207879911715,0.0,1.0
58,1.0,0.0,0.0,0.0,47.0,2.345207879911715,0.0,1.0
59,1.0,0.0,0.0,0.0,48.333333333333336,3.2829526005987018,0.0,1.0
60,1.0,0.0,0.0,0.0,49.333333333333336,3.2829526005987018,0.0,1.0
61,1.0,0.0,0.0,0.0,49.5,5.499999999999999,0.0,1.0
62,1.0,0.0,0.0,0.0,50.5,5.499999999999999,0.0,1.0
63,1.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0
64,1.0,0.0,0.0,0.0,58.0,0.0,0.0,1.0
65,1.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0
