year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean,males_se,females_se
23,17.296,0.21079287291211032,0.8467660834091948,0.03275810400867393,37.1,0.15962129530808744,7.274,10.022,0.13139397533185077,0.1500935980525242
24,14.31,0.1860780752807821,0.8659062421238891,0.026721904256171342,37.76,0.18541185266918736,6.138,8.172,0.11977731509105068,0.1303795599751688
25,11.942,0.1655175644101148,0.9055295815295815,0.027456664260874244,38.114,0.2106817067595719,5.208,6.734,0.10841115235948662,0.11566002976382955
26,9.876,0.14722975651139555,1.023297041847042,0.03571161627302545,38.706,0.2167327251438891,4.48,5.396,0.1011516847445128,0.10053149338552893
27,8.218,0.1360955399415571,1.0965777777777777,0.041574806009091546,39.198,0.238191230158141,3.838,4.38,0.09428303442911838,0.093255526304733
28,6.843373493975903,0.12387173338778076,1.137666539172563,0.04918627790225583,39.411646586345384,0.27891670443096606,3.3152610441767068,3.5281124497991967,0.08359261698853668,0.08518696928816401
29,5.625754527162978,0.1116034867172057,1.1696608220753089,0.051480962654534314,39.47283702213279,0.31474059353293027,2.784708249496982,2.841046277665996,0.07737823474975582,0.0763883701772093
30,4.643145161290323,0.10122733090318997,1.0696476574500768,0.048987263912587876,40.01008064516129,0.3327521178966474,2.3649193548387095,2.278225806451613,0.07057661768409391,0.06842752843978538
31,3.8370672097759675,0.09137921858580046,0.9372029871011541,0.044133091974646925,40.468431771894096,0.35354463617708104,2.0142566191446027,1.8228105906313645,0.06520454165665028,0.05928430407950586
32,3.2291666666666665,0.08143608359303592,0.9029861111111112,0.047330013013067995,40.333333333333336,0.3854334171349253,1.7520833333333334,1.4770833333333333,0.05970154242418273,0.05225216199984536
33,2.718884120171674,0.06921745094923518,0.7940629470672389,0.04531137861262971,40.987124463519315,0.40561112830513113,1.5321888412017168,1.1866952789699572,0.053231759587817874,0.045100403357262134
34,2.3807339449541285,0.06316873240998735,0.6474388379204892,0.043427480420842525,41.10091743119266,0.4393847353465166,1.378440366972477,1.0022935779816513,0.050545758138224685,0.043627903937895375
35,2.0526315789473686,0.05822098518800558,0.49928229665071766,0.0412024543548683,40.803827751196174,0.47233611671692205,1.2129186602870814,0.8397129186602871,0.04826515630507185,0.042325543315890196
36,1.9066666666666667,0.05431362896315032,0.4144444444444444,0.037700893417724465,40.797333333333334,0.5220595258629672,1.1466666666666667,0.76,0.04842866620134806,0.04017785770240081
37,1.7373134328358208,0.05098752930386935,0.3238805970149254,0.03364587585176644,40.68955223880597,0.5518897525590368,1.0626865671641792,0.6746268656716418,0.044911167629347756,0.042017059249965315
38,1.5418060200668897,0.04497453816773042,0.2814938684503902,0.032871832273962384,40.48160535117057,0.5968297880764236,0.9732441471571907,0.568561872909699,0.041273572819200556,0.03897414084682231
39,1.3962264150943395,0.03844390045514978,0.21132075471698114,0.02871012976979803,40.92075471698113,0.6276611254558232,0.9056603773584906,0.49056603773584906,0.040480516711003764,0.03669960870665449
40,1.2820512820512822,0.03409620476032893,0.14957264957264957,0.025611968912210837,40.465811965811966,0.6657612771321121,0.8376068376068376,0.4444444444444444,0.03921131512174177,0.03776955570087101
41,1.2189054726368158,0.03246435443000089,0.09950248756218906,0.02339895724637781,39.766169154228855,0.693717542385338,0.8407960199004975,0.3781094527363184,0.041401286012669763,0.03903808626081025
42,1.1542857142857144,0.03182169418026002,0.06857142857142857,0.022325508658303447,39.36571428571428,0.7359542867424069,0.8228571428571428,0.3314285714285714,0.04269592006772163,0.03919432570822289
43,1.114864864864865,0.027992277992277995,0.060810810810810814,0.019710982487125616,39.236486486486484,0.7352372212490775,0.7972972972972973,0.31756756756756754,0.03948493939933706,0.042918405550995575
44,1.078125,0.026270321623998942,0.0390625,0.017191973290465488,39.2109375,0.776963820594337,0.796875,0.28125,0.04054163159909249,0.044281084771084105
45,1.0625,0.02297545694043149,0.03571428571428571,0.017614177211288287,40.49107142857143,0.8287190981167135,0.8035714285714286,0.25892857142857145,0.04175849414259984,0.043469126372641324
46,1.0465116279069768,0.022841730741167496,0.03488372093023256,0.019901772591551094,40.116279069767444,0.8943382645873462,0.8255813953488372,0.22093023255813954,0.044358508561915824,0.044999354884257665
47,1.0526315789473684,0.025784102555612403,0.039473684210526314,0.02248422038241456,40.723684210526315,0.7961747767680084,0.8421052631578947,0.21052631578947367,0.046083949251100695,0.04707511531578504
48,1.0151515151515151,0.015151515151515152,0.015151515151515152,0.015151515151515152,41.04545454545455,0.8225923597350961,0.7878787878787878,0.22727272727272727,0.050706668274792456,0.0519792613542605
49,1.0172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,42.05172413793103,0.8707877311446811,0.7931034482758621,0.22413793103448276,0.053654248635551655,0.05523476513079203
50,1.0,0.0,0.0,0.0,42.65384615384615,0.9332490058535062,0.8076923076923077,0.19230769230769232,0.055186927229187645,0.055186927229187645
51,1.0,0.0,0.0,0.0,42.90243902439025,1.021598984643848,0.8780487804878049,0.12195121951219512,0.05173952057462542,0.05173952057462542
52,1.0,0.0,0.0,0.0,41.96551724137931,1.2242246552226028,0.896551724137931,0.10344827586206896,0.05755330761353657,0.05755330761353657
53,1.0,0.0,0.0,0.0,42.27272727272727,1.5092525861340966,0.9545454545454546,0.045454545454545456,0.04545454545454546,0.04545454545454546
54,1.0,0.0,0.0,0.0,42.6,1.747923938630653,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
55,1.0,0.0,0.0,0.0,41.18181818181818,1.89169564060771,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
56,1.0,0.0,0.0,0.0,41.1,1.7156145643277028,0.9,0.1,0.09999999999999999,0.09999999999999999
57,1.0,0.0,0.0,0.0,43.0,1.6329931618554518,1.0,0.0,0.0,0.0
58,1.0,0.0,0.0,0.0,44.0,1.6329931618554518,1.0,0.0,0.0,0.0
59,1.0,0.0,0.0,0.0,47.2,2.0832666655999654,1.0,0.0,0.0,0.0
60,1.0,0.0,0.0,0.0,49.0,2.886751345948129,1.0,0.0,0.0,0.0
61,1.0,0.0,0.0,0.0,52.5,2.5,1.0,0.0,0.0,0.0
62,1.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0
