year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean,males_se,females_se
0,2000.0,0.0,0.9987484305108898,0.0020323192079991633,50.974,0.051380228256708044,998.86,1001.14,1.0132315017567823,1.0132315017567823
1,1325.99,0.9720522471257831,1.0300641648983397,0.0025329888302275806,41.432,0.047405131504785133,672.306,653.684,0.9414826111054986,0.9463315353244333
2,964.0,1.0137491675703112,1.0905646957156012,0.003149543461786125,37.184,0.046654488343192996,502.348,461.652,0.852616973445177,0.8574778881448283
3,764.364,0.9761232715608028,1.1520278991825654,0.0037984505566468958,34.172,0.049006481923732116,408.604,355.76,0.7782040678011678,0.7951082909822896
4,636.73,0.9836673232376945,1.2100363117405968,0.004375129322741531,31.792,0.052066244223826545,348.046,288.684,0.7611770813011887,0.7313371288208905
5,537.652,0.9962041142630105,1.2617962334481365,0.0048365618504377424,30.296,0.05305088871628046,299.392,238.26,0.739948457285288,0.6758715889942551
6,455.306,0.9511688453396111,1.3113140672341594,0.00557167385054978,29.51,0.057151838687225634,257.726,197.58,0.6908722435543547,0.6378627892233184
7,384.222,0.9310548632151776,1.3661468999910398,0.006075594635711123,29.216,0.06127149739304213,221.318,162.904,0.6769684812820302,0.563781222224602
8,323.664,0.8935833427167056,1.4222479699546013,0.00710478333925938,29.29,0.061736722019324786,189.486,134.178,0.6523486226327927,0.5285862643672795
9,272.402,0.8499680484387241,1.483278602639175,0.007972660213336528,29.646,0.06274745002763012,162.166,110.236,0.6176210809219503,0.48070652744794523
10,229.42,0.7705808131397759,1.549082409889903,0.00921396832657159,30.12,0.06666399460242918,138.854,90.566,0.5693238333800097,0.43616483986569815
11,193.826,0.706868285854652,1.6200819516968488,0.010615877312267487,30.624,0.0674562724836971,119.246,74.58,0.5147162652057293,0.4027450896217469
12,163.4,0.6487663644110893,1.7072702818440322,0.012831721007756204,31.292,0.06793159355414542,102.38,61.02,0.4734633407880067,0.37024500364684315
13,137.998,0.5889598793457479,1.7960778176719443,0.014622794154843993,31.962,0.07252331530290827,87.988,50.01,0.4397208442201522,0.3309847455753923
14,116.754,0.5347212560234411,1.8858272363246724,0.016934094668098823,32.662,0.07333667934311007,75.63,41.124,0.41069153274707315,0.2989917057046237
15,98.628,0.4937883005616305,1.9839680723647963,0.020210714406828176,33.376,0.07767441425114524,64.848,33.78,0.38477251952753483,0.27694149776870336
16,83.38,0.4490194170342163,2.103089506812717,0.024417120971241865,34.12,0.08079762690219343,55.734,27.646,0.35623066765391537,0.2496999562200053
17,70.554,0.4190816470017596,2.2247914322265174,0.028700715996781662,34.824,0.08476093931562659,47.906,22.648,0.33489496454044976,0.22388488310237367
18,59.708,0.38117720830114765,2.3839267485872266,0.03537872700260352,35.542,0.08962442230858893,41.238,18.47,0.3137252924426662,0.2026730191846236
19,50.45,0.3440752469316882,2.559076403618567,0.046332981961918436,36.212,0.09482666393153757,35.364,15.086,0.28985347690885527,0.18196546612399686
20,43.016,0.3282544591928035,2.7271736431678284,0.058035621464221414,36.916,0.09986909267307222,30.514,12.502,0.27494508105290844,0.16760720853443448
21,36.418,0.2909430317010373,2.987281520405979,0.07286581895303257,37.512,0.10055812185867181,26.242,10.176,0.24337076788579734,0.15192171805516705
22,30.88,0.2673464948275799,3.249457679412091,0.09008589213024823,38.06,0.10563672768726297,22.53,8.35,0.22071617807157912,0.13907438069872347
23,26.276,0.24309223696231577,3.5230297175047176,0.10329496065029081,38.732,0.10773841995439017,19.494,6.782,0.20098935654129993,0.12372375331466685
24,22.124,0.2214572976204186,3.846345021645022,0.12160285787896902,39.282,0.11227717634789944,16.646,5.478,0.1849480455671761,0.10801094726674197
25,18.604,0.20366966063044994,4.177390415140416,0.1415533321564135,39.816,0.114676018322737,14.176,4.428,0.17161862925631247,0.0991023438123347
26,15.708,0.18469894260335545,4.324203391053391,0.15354982961769384,40.4,0.11670149303652422,12.062,3.646,0.15617006813202303,0.09257704368814157
27,13.232,0.16995918406634283,4.179546753246754,0.14233795278313546,41.046,0.1203525549165862,10.25,2.982,0.1457445812575269,0.08217577328769632
28,10.956,0.15521698562093805,3.9546492063492065,0.14410009267953625,41.566,0.1372916092554235,8.576,2.38,0.1358431253667952,0.0727859573762849
29,9.164,0.1415141707428697,3.506585714285714,0.13273339884135293,42.05,0.15522625544913954,7.242,1.922,0.12392573249470303,0.06412531568908218
30,7.57,0.1279176526195795,2.943166666666667,0.1258387267863407,42.362,0.17534938498217564,6.098,1.472,0.11268623863078181,0.057209946302298025
31,6.348697394789579,0.11189427340630904,2.351603206412826,0.11270606942786603,42.79559118236473,0.19582229869815146,5.168336673346693,1.1803607214428857,0.10049854638273713,0.05168244598523639
32,5.19438877755511,0.09835927531338026,1.9797595190380761,0.0990295491560944,42.97394789579158,0.24308996055428425,4.240480961923848,0.9539078156312625,0.08910749966238012,0.04385526006971207
33,4.191056910569106,0.08966147120235876,1.6014227642276424,0.08936595392186875,42.890243902439025,0.290441225928626,3.4146341463414633,0.7764227642276422,0.08172401568124792,0.03759348587971259
34,3.5010351966873707,0.08219259474993006,1.2349896480331264,0.07922540816599401,43.34782608695652,0.3113888040423683,2.888198757763975,0.6128364389233955,0.0762053172954055,0.03280906150182412
35,2.9079229122055676,0.0732931545648979,0.8643825838686652,0.0647210292398823,43.353319057815845,0.3472452621873378,2.4025695931477515,0.5053533190578159,0.06853956992595064,0.03082175072441008
36,2.484848484848485,0.0646383174251653,0.6697746697746697,0.05724346966801864,43.13986013986014,0.37304273865574716,2.0606060606060606,0.42424242424242425,0.06132075387861479,0.02865712943789367
37,2.1561712846347607,0.059057241782789385,0.4869857262804366,0.0484119575969704,43.13853904282116,0.4087261884457247,1.7808564231738035,0.37531486146095716,0.05849541902898284,0.027521561799896774
38,1.9108108108108108,0.05276065565367035,0.3635135135135135,0.04058257300027059,43.14054054054054,0.44256011870437767,1.5756756756756756,0.33513513513513515,0.05388183948595666,0.02657797314111399
39,1.6676470588235295,0.04852895166966498,0.25588235294117645,0.03444337323083546,42.87647058823529,0.4895649937320402,1.3823529411764706,0.2852941176470588,0.05035826165737887,0.025222671473103555
40,1.5218855218855218,0.04601062601403393,0.16161616161616163,0.02866632863685151,42.696969696969695,0.5431043340736569,1.2760942760942762,0.24579124579124578,0.04995223277490829,0.025476003283537975
41,1.3846153846153846,0.03958847965120504,0.11538461538461539,0.02392272405356213,42.58846153846154,0.5667628756205683,1.1346153846153846,0.25,0.046289154199790156,0.026906100125031574
42,1.326086956521739,0.03958765014577594,0.09130434782608696,0.0218225095535194,42.68695652173913,0.591591303962427,1.0869565217391304,0.2391304347826087,0.047384780679116,0.028187385293933994
43,1.277511961722488,0.03834071888484283,0.07655502392344497,0.020781961970613227,43.20574162679426,0.6085695136284109,1.0669856459330143,0.21052631578947367,0.045768245142844485,0.028267692396293412
44,1.2,0.035788909782986676,0.04864864864864865,0.017614959126333225,43.513513513513516,0.6021947768310055,1.0324324324324323,0.16756756756756758,0.04329462282560277,0.02753344585375807
45,1.1847133757961783,0.0381484503850071,0.044585987261146494,0.018834115681097836,44.152866242038215,0.6644888652130472,1.0318471337579618,0.15286624203821655,0.045561069498672904,0.028811740182242338
46,1.145985401459854,0.03519580569705457,0.043795620437956206,0.02037806350379439,44.64963503649635,0.7322092915537217,1.0,0.145985401459854,0.04271788288583805,0.03027735321651306
47,1.1065573770491803,0.030369126486311227,0.02459016393442623,0.014079317159233369,44.9344262295082,0.7643082794524506,0.9590163934426229,0.14754098360655737,0.04260444816370433,0.0322403988864142
48,1.0642201834862386,0.02695067087951537,0.009174311926605505,0.009174311926605503,45.5045871559633,0.8218499156961903,0.9541284403669725,0.11009174311926606,0.03993139100061343,0.03011883119815323
49,1.0568181818181819,0.02961770764999516,0.011363636363636364,0.011363636363636366,45.67045454545455,0.8986989305324096,0.9204545454545454,0.13636363636363635,0.046343834769941326,0.03679214606365361
50,1.0434782608695652,0.02473028082584874,0.014492753623188406,0.014492753623188404,46.028985507246375,0.9655116305099268,0.927536231884058,0.11594202898550725,0.04290615356235846,0.038824544029789264
51,1.0338983050847457,0.023762187434548363,0.0,0.0,46.57627118644068,1.080403898172146,0.9152542372881356,0.11864406779661017,0.050062121509825065,0.04246045888241071
52,1.0217391304347827,0.0217391304347826,0.0,0.0,47.02173913043478,1.2776371346212017,0.8695652173913043,0.15217391304347827,0.05904796749989382,0.053544791889597564
53,1.0,0.0,0.0,0.0,47.325,1.43597884956926,0.875,0.125,0.05295740910852021,0.05295740910852021
54,1.0,0.0,0.0,0.0,47.32258064516129,1.6806214267822355,0.8387096774193549,0.16129032258064516,0.06715051611181073,0.06715051611181073
55,1.0,0.0,0.0,0.0,47.95454545454545,2.3229303712427267,0.8636363636363636,0.13636363636363635,0.07488677009526491,0.07488677009526491
56,1.0,0.0,0.0,0.0,46.86666666666667,2.4954561882152104,0.8666666666666667,0.13333333333333333,0.09085135251589957,0.09085135251589957
57,1.0,0.0,0.0,0.0,46.916666666666664,3.068555906861622,0.8333333333333334,0.16666666666666666,0.11236664374387369,0.11236664374387369
58,1.0,0.0,0.0,0.0,47.916666666666664,3.068555906861622,0.8333333333333334,0.16666666666666666,0.11236664374387369,0.11236664374387369
59,1.0,0.0,0.0,0.0,48.90909090909091,3.3614243340761085,0.8181818181818182,0.18181818181818182,0.12196734422726126,0.12196734422726124
60,1.0,0.0,0.0,0.0,50.125,4.684463302083967,0.75,0.25,0.16366341767699427,0.16366341767699427
61,1.0,0.0,0.0,0.0,53.57142857142857,4.612907062214222,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714288
62,1.0,0.0,0.0,0.0,51.666666666666664,4.255715111601235,0.6666666666666666,0.3333333333333333,0.33333333333333337,0.33333333333333337
63,1.0,0.0,0.0,0.0,54.0,6.999999999999999,0.5,0.5,0.5,0.5
64,1.0,0.0,0.0,0.0,55.0,6.999999999999999,0.5,0.5,0.5,0.5
65,1.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0
