year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean
38,1.4262948207171315,0.04575814719580653,0.16334661354581673,0.03163607523837291,41.92828685258964,0.5742233162679505,0.17131474103585656,1.254980079681275
39,1.3333333333333333,0.04497352429618137,0.13380281690140844,0.03275134812928108,41.95305164319249,0.6610657603508082,0.13615023474178403,1.1971830985915493
40,1.2826086956521738,0.04470819163427066,0.1358695652173913,0.0359852917628668,42.33152173913044,0.6952640160179314,0.1358695652173913,1.1467391304347827
41,1.1925465838509317,0.03687683877962086,0.09316770186335403,0.027585612411431617,42.422360248447205,0.7628627714339016,0.09316770186335403,1.0993788819875776
42,1.1450381679389312,0.03773090959676735,0.08396946564885496,0.03072459816411924,41.908396946564885,0.7915029061610996,0.08396946564885496,1.0610687022900764
43,1.1090909090909091,0.03253394851147357,0.045454545454545456,0.019951415702928597,42.872727272727275,0.8519329041729315,0.045454545454545456,1.0636363636363637
44,1.0919540229885059,0.035188361314479964,0.034482758620689655,0.019675772488188126,42.310344827586206,0.973356687481991,0.034482758620689655,1.0574712643678161
45,1.0724637681159421,0.037612239417656915,0.014492753623188406,0.014492753623188406,41.84057971014493,0.9792439252477447,0.014492753623188406,1.0579710144927537
46,1.064516129032258,0.0314548331210218,0.016129032258064516,0.01612903225806452,42.74193548387097,1.0773705882306401,0.016129032258064516,1.0483870967741935
47,1.0701754385964912,0.03413493351347427,0.017543859649122806,0.017543859649122803,43.75438596491228,1.1116496078905886,0.017543859649122806,1.0526315789473684
48,1.0612244897959184,0.03460372440370036,0.02040816326530612,0.020408163265306124,44.30612244897959,1.1788253989103736,0.02040816326530612,1.0408163265306123
49,1.075,0.042176369614348674,0.025,0.024999999999999994,44.3,1.2311137338365719,0.025,1.05
50,1.0294117647058822,0.029411764705882353,0.0,0.0,45.088235294117645,1.3598309420055468,0.0,1.0294117647058822
51,1.0434782608695652,0.04347826086956522,0.0,0.0,45.34782608695652,1.3241578659514741,0.0,1.0434782608695652
52,1.0555555555555556,0.05555555555555556,0.0,0.0,46.27777777777778,1.6896562584161723,0.0,1.0555555555555556
53,1.0,0.0,0.0,0.0,44.733333333333334,1.2089612490015142,0.0,1.0
54,1.0,0.0,0.0,0.0,44.9,1.7792008193443356,0.0,1.0
55,1.0,0.0,0.0,0.0,45.9,1.7792008193443356,0.0,1.0
56,1.0,0.0,0.0,0.0,46.375,2.0782676508504454,0.0,1.0
57,1.0,0.0,0.0,0.0,46.285714285714285,2.0437394032261844,0.0,1.0
58,1.0,0.0,0.0,0.0,47.25,3.61420807370024,0.0,1.0
59,1.0,0.0,0.0,0.0,46.5,8.499999999999998,0.0,1.0
60,1.0,0.0,0.0,0.0,47.5,8.499999999999998,0.0,1.0
61,1.0,0.0,0.0,0.0,48.5,8.499999999999998,0.0,1.0
62,1.0,0.0,0.0,0.0,49.5,8.499999999999998,0.0,1.0
63,1.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0
64,1.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0
65,1.0,0.0,0.0,0.0,44.0,0.0,0.0,1.0
