year,population_mean,population_se,sex_ratio_mean,sex_ratio_se,avg_age_mean,avg_age_se,males_mean,females_mean
0,1000.0,0.0,0.6666666666666667,4.9700408348379315e-18,50.996,0.07218302277928731,400.0,600.0
1,661.654,0.6668177110121168,0.6865992740856764,0.0014456722358041144,41.526,0.07057343139196842,269.198,392.456
2,478.816,0.721741025726287,0.7271315594583374,0.0021796515547861397,37.238,0.06844034015345511,201.338,277.478
3,380.69,0.7117365649422204,0.7846312924384332,0.0029047693876433243,33.804,0.06989233059321674,167.092,213.598
4,321.154,0.7330534104723954,0.8419986624028871,0.0036326795443300023,31.046,0.07322904468837446,146.48,174.674
5,272.538,0.736656254214778,0.8959757494665789,0.004358077281697267,29.168,0.0736641351650804,128.438,144.1
6,231.572,0.7015025614260969,0.9422995123552544,0.005046231349015292,28.146,0.07592692404931982,111.964,119.608
7,195.418,0.6469401944774037,0.9866243803348295,0.005860049344364865,27.72,0.08319280067510851,96.642,98.776
8,164.49,0.5941294299722227,1.0289743668316353,0.006728076263750198,27.788,0.08821380476264132,83.018,81.472
9,138.546,0.5766114198131336,1.0781113839996377,0.008049499064305753,28.02,0.09260859952191709,71.418,67.128
10,116.5,0.5301680453522498,1.1295175917424451,0.009509750063158762,28.58,0.09876593248098088,61.286,55.214
11,97.926,0.47814044439802234,1.180816348286636,0.010908465247551678,29.15,0.10547630303059545,52.524,45.402
12,81.922,0.46041698448167434,1.224820854997099,0.012252351162231483,29.836,0.11002918177321577,44.6,37.322
13,68.654,0.42759120252052185,1.272841219607351,0.01363253940095976,30.576,0.11597995818848532,37.936,30.718
14,57.662,0.39410423531927846,1.3377240628679896,0.015987449809633368,31.396,0.12281912340571517,32.47,25.192
15,48.224,0.3563279208458814,1.4175093358853508,0.02020175457887852,32.218,0.1249486948819611,27.678,20.546
16,40.484,0.3249965130073457,1.517649883866813,0.02235363808543912,32.978,0.13089422675272724,23.82,16.664
17,33.986,0.29604542520967136,1.6112048492984856,0.026005493978808723,33.812,0.13751775982954736,20.41,13.576
18,28.624,0.26929219180870856,1.71727341531018,0.031646129253852615,34.58,0.1415318427953586,17.488,11.136
19,24.182,0.24823576291093905,1.8413342336284286,0.040866503717689906,35.252,0.14403640154467856,14.984,9.198
20,20.426,0.22419092564661167,1.9785881294144452,0.05593270987535573,36.098,0.14632708303817485,12.802,7.624
21,17.094,0.2062411181059567,2.1385574453324456,0.06618225801305885,36.586,0.16211653692047015,10.886,6.208
22,14.352,0.18442401262543262,2.258801298701299,0.07640500301907599,37.208,0.1758388768766523,9.206,5.146
23,11.986,0.16803594901187258,2.440685858585859,0.08988151583595284,37.67,0.20786682571894177,7.76,4.226
24,10.138,0.1538220870646926,2.516084343434344,0.09239086396065921,38.216,0.2241588328947344,6.552,3.586
25,8.506,0.14143527096075956,2.546498412698413,0.09418696757298999,38.976,0.23115733912394332,5.476,3.03
26,7.024048096192384,0.12984556223690594,2.309767153354328,0.08830072430311989,39.346693386773545,0.2547961839978552,4.332665330661323,2.691382765531062
27,5.866935483870968,0.11518076486003116,1.9716973886328728,0.07965030696131165,39.725806451612904,0.2753941285213395,3.338709677419355,2.528225806451613
28,4.959349593495935,0.10340811583784372,1.791666666666667,0.0791327059732225,40.28861788617886,0.30816479915969974,2.6890243902439024,2.2703252032520327
29,4.151639344262295,0.09320996886352279,1.4401639344262294,0.07414593299579272,40.57172131147541,0.3355180030972099,2.0,2.151639344262295
30,3.524896265560166,0.08276690372586237,1.17216459197787,0.06799501241695186,40.78423236514523,0.367463901942889,1.512448132780083,2.012448132780083
31,2.9789473684210526,0.07662053301164301,0.8942105263157895,0.06001741059985067,40.98315789473684,0.3975712700660829,1.12,1.8589473684210527
32,2.5555555555555554,0.06832335650773558,0.7501815541031227,0.05709767735250452,41.58605664488017,0.40254770110632554,0.8758169934640523,1.6797385620915033
33,2.2128146453089244,0.06092417996991302,0.6121281464530892,0.05325362993485309,42.05491990846682,0.4229440480286709,0.6750572082379863,1.5377574370709381
34,1.9655172413793103,0.05631755696406295,0.4614121510673234,0.047125822258985706,42.275862068965516,0.44089374936817555,0.5024630541871922,1.4630541871921183
35,1.712793733681462,0.050856760250621684,0.34943429068755444,0.040929486391307786,42.425587467362924,0.46663322543230606,0.3733681462140992,1.3394255874673628
36,1.625,0.052076573366036154,0.29827235772357724,0.040240583752703965,42.27439024390244,0.4959305650633673,0.31402439024390244,1.3109756097560976
37,1.5365853658536586,0.05074502245920368,0.22822299651567945,0.037234868595110306,42.358885017421606,0.5403036267721697,0.24041811846689895,1.2961672473867596
